Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
6290855005,2016-04-03,0,0.0,0.0,0.0,0.0,33,0,0,1407,2664
6290855005,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-05,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-06,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-07,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-08,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-09,0,0.0,0.0,0.0,0.0,0,0,0,1440,2060
6290855005,2016-04-10,0,0.0,0.0,0.0,0.0,20,0,0,494,735
6391747486,2016-04-01,0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
6391747486,2016-04-02,2101,2.03,2.03,0.0,0.0,46,0,0,1394,2224
6391747486,2016-04-03,0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
6391747486,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
6391747486,2016-04-05,9766,7.51,0.0,0.05,7.46,0,6,301,1133,2442
6391747486,2016-04-06,165,0.13,0.0,0.0,0.13,0,0,8,1432,1849
6391747486,2016-04-07,0,0.0,0.0,0.0,0.0,0,0,0,1440,1822
6391747486,2016-04-08,0,0.0,0.0,0.0,0.0,0,0,0,1440,1820
6391747486,2016-04-09,0,0.0,0.0,0.0,0.0,0,0,0,198,251
6775888955,2016-04-01,7225,5.18,1.73,1.27,2.18,25,50,163,1189,3065
6775888955,2016-04-02,1988,1.43,0.0,0.0,1.43,0,0,79,909,2207
6775888955,2016-04-03,1577,1.13,0.07,0.89,0.17,1,17,8,1414,1977
6775888955,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,1841
6775888955,2016-04-05,9348,6.7,1.13,2.04,3.14,56,133,240,1011,4286
6775888955,2016-04-06,11761,8.43,1.31,2.44,4.68,24,99,300,550,3920
6775888955,2016-04-07,13987,10.03,2.87,3.34,3.82,46,114,250,739,3856
6775888955,2016-04-08,4131,2.96,1.37,0.61,0.98,27,30,75,1308,2584
6775888955,2016-04-09,14,0.01,0.0,0.0,0.01,0,0,1,601,787
6962181067,2016-03-30,15491,10.24,1.29,4.49,4.46,18,77,272,641,2244
6962181067,2016-03-31,14097,9.32,3.5,1.92,3.9,50,32,234,595,2188
6962181067,2016-04-01,10467,6.98,0.7,2.43,3.85,9,45,252,602,2014
6962181067,2016-04-02,12437,8.3,3.76,1.29,3.24,50,24,219,732,2115
6962181067,2016-04-03,12307,8.14,1.01,3.26,3.87,14,51,218,589,2055
6962181067,2016-04-04,18952,12.8,5.91,1.23,5.66,73,20,327,570,2437
6962181067,2016-04-05,12010,7.94,2.38,0.95,4.61,38,17,287,692,2158
6962181067,2016-04-06,12480,8.86,4.18,0.69,4.0,55,14,276,593,2170
6962181067,2016-04-07,13417,9.65,3.39,1.25,4.91,45,16,284,665,2244
6962181067,2016-04-08,14400,10.88,2.47,2.88,5.53,27,37,276,697,2188
6962181067,2016-04-09,12495,8.26,2.21,1.09,4.96,33,19,324,609,2231
6962181067,2016-04-10,10148,6.71,1.36,0.22,5.13,19,7,306,679,2100
6962181067,2016-04-11,12362,9.09,1.09,2.73,5.27,21,38,297,678,2188
6962181067,2016-04-12,5893,3.9,2.88,0.56,0.46,43,9,48,146,917
7007744171,2016-04-01,11680,9.06,4.49,0.33,4.24,50,7,244,1139,2573
7007744171,2016-04-02,10976,7.34,0.55,0.67,6.13,9,16,271,1075,2575
7007744171,2016-04-03,16806,11.24,6.41,1.37,3.47,104,31,230,1002,3086
7007744171,2016-04-04,15266,11.4,5.8,0.76,4.79,70,21,292,1057,2886
7007744171,2016-04-05,12084,9.14,4.39,0.46,4.29,50,6,284,1030,2676
7007744171,2016-04-06,13513,10.25,5.35,0.33,4.56,64,8,270,1098,2811
7007744171,2016-04-07,14100,10.58,5.1,1.19,4.28,61,33,265,1015,2840
7007744171,2016-04-08,12627,9.65,4.7,0.74,4.21,54,22,301,1063,2871
7007744171,2016-04-09,10345,6.92,0.07,0.27,6.58,2,6,358,1074,2613
7007744171,2016-04-10,10146,6.79,0.07,0.61,6.11,1,12,397,1030,2700
7007744171,2016-04-11,12168,8.14,1.05,0.79,6.29,18,27,375,1020,2871
7007744171,2016-04-12,7413,5.77,4.5,0.34,0.94,53,6,43,405,1023
7086361926,2016-04-01,11463,7.67,2.83,1.89,2.93,38,30,154,777,2496
7086361926,2016-04-02,87,0.02,0.0,0.0,0.01,0,0,2,872,1641
7086361926,2016-04-03,1949,1.31,0.23,0.35,0.73,3,6,27,1404,1794
7086361926,2016-04-04,6101,3.87,0.53,0.23,3.1,31,24,138,1247,2421
7086361926,2016-04-05,7478,4.99,1.8,0.53,2.61,25,33,132,1159,2439
7086361926,2016-04-06,7352,4.73,1.41,0.78,2.53,19,14,124,814,2233
7086361926,2016-04-07,14604,10.82,7.23,1.12,2.43,76,30,127,695,2862
7086361926,2016-04-08,9634,6.52,2.5,1.4,2.59,50,48,140,797,2752
7086361926,2016-04-09,7338,4.67,1.08,0.13,3.46,27,5,204,717,2519
7086361926,2016-04-10,569,0.35,0.0,0.0,0.34,0,0,27,1368,1799
7086361926,2016-04-11,6242,3.92,0.74,0.23,2.93,46,22,126,741,2543
7086361926,2016-04-12,430,0.26,0.0,0.0,0.26,0,0,14,75,625
8053475328,2016-04-02,20188,15.62,12.06,0.85,2.71,124,19,172,1125,3377
8053475328,2016-04-03,25701,20.14,16.82,1.63,1.69,165,36,97,1142,3697
8053475328,2016-04-04,17395,13.21,9.67,0.18,3.35,100,4,213,1123,3209
8053475328,2016-04-05,17167,13.41,9.96,0.31,3.14,98,8,184,1150,3167
8053475328,2016-04-06,16435,12.42,8.96,0.55,2.91,100,14,191,1135,3122
8053475328,2016-04-07,17078,13.2,9.97,0.24,2.99,101,6,190,1143,3176
8053475328,2016-04-08,11693,9.54,6.77,0.26,2.5,60,6,153,1221,2790
8053475328,2016-04-09,11159,9.14,6.69,0.25,2.19,59,6,120,1255,2715
8053475328,2016-04-10,10118,7.73,3.05,0.8,3.88,30,18,207,1185,2684
8053475328,2016-04-11,16064,12.72,9.98,0.36,2.38,96,8,155,1181,3097
8053475328,2016-04-12,290,0.21,0.0,0.0,0.21,0,0,16,599,791
8253242879,2016-04-01,0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
8253242879,2016-04-02,0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
8253242879,2016-04-03,0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
8253242879,2016-04-04,0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
8253242879,2016-04-05,0,0.0,0.0,0.0,0.0,0,0,0,1440,1429
8253242879,2016-04-06,1931,1.28,0.0,0.0,1.28,0,0,94,1346,1607
8253242879,2016-04-07,5181,3.42,1.0,0.91,1.51,15,15,107,1303,1776
8253242879,2016-04-08,12026,9.15,5.7,0.93,2.51,47,13,150,1230,2162
8253242879,2016-04-09,5360,3.54,0.54,1.55,1.46,8,28,148,1256,1832
8253242879,2016-04-10,2545,1.68,0.0,0.0,1.67,0,0,126,1314,1657
8253242879,2016-04-11,1636,1.08,0.0,0.0,1.08,0,0,86,1139,1377
8253242879,2016-04-12,0,0.0,0.0,0.0,0.0,0,0,0,1440,0
8378563200,2016-04-01,14179,11.24,6.23,1.06,3.96,73,21,195,719,3669
8378563200,2016-04-02,3358,2.66,0.0,0.0,2.66,0,0,144,657,2702
8378563200,2016-04-03,9152,7.26,1.99,0.82,4.45,25,13,243,600,3304
8378563200,2016-04-04,13935,11.05,4.09,0.79,6.17,105,16,220,658,4234
8378563200,2016-04-05,12846,10.19,5.0,0.75,4.44,113,15,189,686,4128
8378563200,2016-04-06,9124,7.24,0.0,0.25,6.99,55,6,230,728,3798
8378563200,2016-04-07,9725,7.71,2.41,0.53,4.77,83,11,181,670,3839
8378563200,2016-04-08,8350,6.62,1.49,0.53,4.61,72,10,167,868,3713
8378563200,2016-04-09,2240,1.78,0.0,0.0,1.78,0,0,110,843,2606
8378563200,2016-04-10,2631,2.09,0.0,0.0,2.09,0,0,117,727,2624
8378563200,2016-04-11,8837,7.01,1.54,0.88,4.59,74,17,182,811,3775
8378563200,2016-04-12,3246,2.57,0.83,0.71,1.03,65,15,49,243,1882
8583815059,2016-04-01,2174,1.7,0.0,0.0,1.7,0,0,112,1328,2360
8583815059,2016-04-02,3494,2.73,0.0,0.0,2.69,0,0,166,1274,2517
8583815059,2016-04-03,2380,1.86,0.0,0.0,1.86,0,0,131,1309,2400
8583815059,2016-04-04,3159,2.46,0.0,0.0,2.46,0,0,147,1293,2462
8583815059,2016-04-05,6835,5.33,0.37,0.73,4.24,5,15,212,1208,2786
8583815059,2016-04-06,2098,1.64,0.0,0.0,1.63,0,0,112,1328,2354
8583815059,2016-04-07,2816,2.2,0.0,0.0,2.2,0,0,138,1302,2437
8583815059,2016-04-08,1408,1.1,0.0,0.0,1.1,0,0,79,1052,1814
8792009665,2016-04-01,4592,2.94,0.1,0.14,2.7,4,8,176,748,2260
8792009665,2016-04-02,8452,5.41,0.26,0.39,4.76,9,24,328,1079,3004
8792009665,2016-04-03,7238,4.63,0.11,0.23,4.29,2,6,279,636,2667
8792009665,2016-04-04,3821,2.45,0.0,0.22,2.23,0,9,161,675,2229
8792009665,2016-04-05,2332,1.49,0.01,0.18,1.3,1,10,111,904,2100
8792009665,2016-04-06,2121,1.36,0.0,0.0,1.36,0,0,122,855,2114
8792009665,2016-04-07,1291,0.83,0.0,0.0,0.83,0,0,77,888,1961
8792009665,2016-04-08,1467,0.94,0.1,0.21,0.63,2,8,71,912,1953
8792009665,2016-04-09,1022,0.65,0.0,0.0,0.65,0,0,63,739,1890
8792009665,2016-04-10,4605,2.95,0.0,0.0,2.95,0,0,179,1261,2253
8792009665,2016-04-11,178,0.11,0.0,0.0,0.11,0,0,12,1428,1725
8792009665,2016-04-12,20,0.01,0.0,0.0,0.01,0,0,6,598,728
8877689391,2016-04-01,18700,15.82,8.7,0.16,6.91,67,3,247,1123,3527
8877689391,2016-04-02,27572,23.39,14.72,1.21,7.34,116,24,260,1040,4220
8877689391,2016-04-03,15260,8.19,1.8,0.75,5.57,106,17,259,1058,3864
8877689391,2016-04-04,20779,18.41,11.73,0.65,6.0,78,16,208,1138,3662
8877689391,2016-04-05,10695,8.12,0.77,0.18,7.09,10,3,246,1181,2834
8877689391,2016-04-06,24136,20.91,12.22,0.54,8.08,87,16,318,1019,4039
8877689391,2016-04-07,10910,8.42,2.96,0.39,5.03,32,11,212,1185,2947
8877689391,2016-04-08,23014,20.39,11.1,0.63,8.62,70,29,359,982,4196
8877689391,2016-04-09,16470,8.07,0.0,0.02,8.02,90,9,289,1052,3841
8877689391,2016-04-10,28497,27.53,21.92,1.12,4.46,128,46,211,1055,4526
8877689391,2016-04-11,10622,8.06,1.47,0.15,6.37,18,7,225,1190,2820
8877689391,2016-04-12,2350,1.78,0.0,0.0,1.78,0,0,58,531,938
1503960366,2016-04-12,13162,8.5,1.88,0.55,6.06,25,13,328,728,1985
1503960366,2016-04-13,10735,6.97,1.57,0.69,4.71,21,19,217,776,1797
1503960366,2016-04-14,10460,6.74,2.44,0.4,3.91,30,11,181,1218,1776
1503960366,2016-04-15,9762,6.28,2.14,1.26,2.83,29,34,209,726,1745
1503960366,2016-04-16,12669,8.16,2.71,0.41,5.04,36,10,221,773,1863
1503960366,2016-04-17,9705,6.48,3.19,0.78,2.51,38,20,164,539,1728
1503960366,2016-04-18,13019,8.59,3.25,0.64,4.71,42,16,233,1149,1921
1503960366,2016-04-19,15506,9.88,3.53,1.32,5.03,50,31,264,775,2035
1503960366,2016-04-20,10544,6.68,1.96,0.48,4.24,28,12,205,818,1786
1503960366,2016-04-21,9819,6.34,1.34,0.35,4.65,19,8,211,838,1775
1503960366,2016-04-22,12764,8.13,4.76,1.12,2.24,66,27,130,1217,1827
1503960366,2016-04-23,14371,9.04,2.81,0.87,5.36,41,21,262,732,1949
1503960366,2016-04-24,10039,6.41,2.92,0.21,3.28,39,5,238,709,1788
1503960366,2016-04-25,15355,9.8,5.29,0.57,3.94,73,14,216,814,2013
1503960366,2016-04-26,13755,8.79,2.33,0.92,5.54,31,23,279,833,1970
1503960366,2016-04-27,18134,12.21,6.4,0.41,5.41,78,11,243,1108,2159
1503960366,2016-04-28,13154,8.53,3.54,1.16,3.79,48,28,189,782,1898
1503960366,2016-04-29,11181,7.15,1.06,0.5,5.58,16,12,243,815,1837
1503960366,2016-04-30,14673,9.25,3.56,1.42,4.27,52,34,217,712,1947
1503960366,2016-05-01,10602,6.81,2.29,1.6,2.92,33,35,246,730,1820
1503960366,2016-05-02,14727,9.71,3.21,0.57,5.92,41,15,277,798,2004
1503960366,2016-05-03,15103,9.66,3.73,1.05,4.88,50,24,254,816,1990
1503960366,2016-05-04,11100,7.15,2.46,0.87,3.82,36,22,203,1179,1819
1503960366,2016-05-05,14070,8.9,2.92,1.08,4.88,45,24,250,857,1959
1503960366,2016-05-06,12159,8.03,1.97,0.25,5.81,24,6,289,754,1896
1503960366,2016-05-07,11992,7.71,2.46,2.12,3.13,37,46,175,833,1821
1503960366,2016-05-08,10060,6.58,3.53,0.32,2.73,44,8,203,574,1740
1503960366,2016-05-09,12022,7.72,3.45,0.53,3.74,46,11,206,835,1819
1503960366,2016-05-10,12207,7.77,3.35,1.16,3.26,46,31,214,746,1859
1503960366,2016-05-11,12770,8.13,2.56,1.01,4.55,36,23,251,669,1783
1503960366,2016-05-12,0,0.0,0.0,0.0,0.0,0,0,0,1440,0
1624580081,2016-04-12,8163,5.31,0.0,0.0,5.31,0,0,146,1294,1432
1624580081,2016-04-13,7007,4.55,0.0,0.0,4.55,0,0,148,1292,1411
1624580081,2016-04-14,9107,5.92,0.0,0.0,5.91,0,0,236,1204,1572
1624580081,2016-04-15,1510,0.98,0.0,0.0,0.97,0,0,96,1344,1344
1624580081,2016-04-16,5370,3.49,0.0,0.0,3.49,0,0,176,1264,1463
1624580081,2016-04-17,6175,4.06,1.03,1.52,1.49,15,22,127,1276,1554
1624580081,2016-04-18,10536,7.41,2.15,0.62,4.62,17,7,202,1214,1604
1624580081,2016-04-19,2916,1.9,0.0,0.0,1.9,0,0,141,1299,1435
1624580081,2016-04-20,4974,3.23,0.0,0.0,3.23,0,0,151,1289,1446
1624580081,2016-04-21,6349,4.13,0.0,0.0,4.11,0,0,186,1254,1467
1624580081,2016-04-22,4026,2.62,0.0,0.0,2.6,0,0,199,1241,1470
1624580081,2016-04-23,8538,5.55,0.0,0.0,5.54,0,0,227,1213,1562
1624580081,2016-04-24,6076,3.95,1.15,0.91,1.89,16,18,185,1221,1617
1624580081,2016-04-25,6497,4.22,0.0,0.0,4.2,0,0,202,1238,1492
1624580081,2016-04-26,2826,1.84,0.0,0.0,1.83,0,0,140,1300,1402
1624580081,2016-04-27,8367,5.44,1.11,1.87,2.46,17,36,154,1233,1670
1624580081,2016-04-28,2759,1.79,0.0,0.2,1.6,0,5,115,1320,1401
1624580081,2016-04-29,2390,1.55,0.0,0.0,1.55,0,0,150,1290,1404
1624580081,2016-04-30,6474,4.3,0.9,1.28,2.12,11,23,224,1182,1655
1624580081,2016-05-01,36019,28.03,21.92,4.19,1.91,186,63,171,1020,2690
1624580081,2016-05-02,7155,4.93,0.86,0.59,3.47,7,6,166,1261,1497
1624580081,2016-05-03,2100,1.37,0.0,0.0,1.34,0,0,96,1344,1334
1624580081,2016-05-04,2193,1.43,0.0,0.0,1.42,0,0,118,1322,1368
1624580081,2016-05-05,2470,1.61,0.0,0.0,1.58,0,0,117,1323,1370
1624580081,2016-05-06,1727,1.12,0.0,0.0,1.12,0,0,102,1338,1341
1624580081,2016-05-07,2104,1.37,0.0,0.0,1.37,0,0,182,1258,1474
1624580081,2016-05-08,3427,2.23,0.0,0.0,2.22,0,0,152,1288,1427
1624580081,2016-05-09,1732,1.13,0.0,0.0,1.13,0,0,91,1349,1328
1624580081,2016-05-10,2969,1.93,0.0,0.0,1.92,0,0,139,1301,1393
1624580081,2016-05-11,3134,2.04,0.0,0.0,2.04,0,0,112,1328,1359
1624580081,2016-05-12,2971,1.93,0.0,0.0,1.92,0,0,107,890,1002
1644430081,2016-04-12,10694,7.77,0.14,2.3,5.33,2,51,256,1131,3199
1644430081,2016-04-13,8001,5.82,2.28,0.9,2.64,30,16,135,1259,2902
1644430081,2016-04-14,11037,8.02,0.36,2.56,5.1,5,58,252,1125,3226
1644430081,2016-04-15,5263,3.83,0.22,0.15,3.45,3,4,170,1263,2750
1644430081,2016-04-16,15300,11.12,4.1,1.88,5.09,51,42,212,1135,3493
1644430081,2016-04-17,8757,6.37,2.25,0.57,3.55,29,13,186,1212,3011
1644430081,2016-04-18,7132,5.19,1.07,1.67,2.45,15,33,121,1271,2806
1644430081,2016-04-19,11256,8.18,0.36,2.53,5.3,5,58,278,1099,3300
1644430081,2016-04-20,2436,1.77,0.0,0.0,1.76,0,0,125,1315,2430
1644430081,2016-04-21,1223,0.89,0.0,0.0,0.88,0,0,38,1402,2140
1644430081,2016-04-22,3673,2.67,0.0,0.0,2.66,0,0,86,1354,2344
1644430081,2016-04-23,6637,4.83,0.0,0.58,4.25,0,15,160,1265,2677
1644430081,2016-04-24,3321,2.41,0.0,0.0,2.41,0,0,89,1351,2413
1644430081,2016-04-25,3580,2.6,0.59,0.06,1.95,8,1,94,1337,2497
1644430081,2016-04-26,9919,7.21,0.8,1.72,4.69,11,41,223,1165,3123
1644430081,2016-04-27,3032,2.2,0.0,0.0,2.2,0,0,118,1322,2489
1644430081,2016-04-28,9405,6.84,0.2,2.32,4.31,3,53,227,1157,3108
1644430081,2016-04-29,3176,2.31,0.0,0.0,2.31,0,0,120,1193,2498
1644430081,2016-04-30,18213,13.24,0.63,3.14,9.46,9,71,402,816,3846
1644430081,2016-05-01,6132,4.46,0.24,0.99,3.23,3,24,146,908,2696
1644430081,2016-05-02,3758,2.73,0.07,0.31,2.35,1,7,148,682,2580
1644430081,2016-05-03,12850,9.34,0.72,4.09,4.54,10,94,221,1115,3324
1644430081,2016-05-04,2309,1.68,0.0,0.0,1.66,0,0,52,1388,2222
1644430081,2016-05-05,4363,3.19,0.52,0.54,2.13,6,12,81,1341,2463
1644430081,2016-05-06,9787,7.12,0.82,0.27,6.01,11,6,369,1054,3328
1644430081,2016-05-07,13372,9.72,3.26,0.79,5.67,41,17,243,1139,3404
1644430081,2016-05-08,6724,4.89,0.0,0.0,4.88,0,0,295,991,2987
1644430081,2016-05-09,6643,4.83,2.39,0.35,2.09,32,6,303,1099,3008
1644430081,2016-05-10,9167,6.66,0.88,0.81,4.97,12,19,155,1254,2799
1644430081,2016-05-11,1329,0.97,0.0,0.0,0.95,0,0,49,713,1276
1844505072,2016-04-12,6697,4.43,0.0,0.0,4.43,0,0,339,1101,2030
1844505072,2016-04-13,4929,3.26,0.0,0.0,3.26,0,0,248,1192,1860
1844505072,2016-04-14,7937,5.25,0.0,0.0,5.23,0,0,373,843,2130
1844505072,2016-04-15,3844,2.54,0.0,0.0,2.54,0,0,176,527,1725
1844505072,2016-04-16,3414,2.26,0.0,0.0,2.26,0,0,147,1293,1657
1844505072,2016-04-17,4525,2.99,0.14,0.26,2.59,2,8,199,1231,1793
1844505072,2016-04-18,4597,3.04,0.0,0.48,2.56,0,12,217,1211,1814
1844505072,2016-04-19,197,0.13,0.0,0.0,0.13,0,0,10,1430,1366
1844505072,2016-04-20,8,0.01,0.0,0.0,0.01,0,0,1,1439,1349
1844505072,2016-04-21,8054,5.32,0.12,0.52,4.68,2,13,308,1117,2062
1844505072,2016-04-22,5372,3.55,0.0,0.0,3.55,0,0,220,1220,1827
1844505072,2016-04-23,3570,2.36,0.0,0.0,2.36,0,0,139,1301,1645
1844505072,2016-04-24,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-04-25,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-04-26,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-04-27,4,0.0,0.0,0.0,0.0,0,0,1,1439,1348
1844505072,2016-04-28,6907,4.57,0.0,0.0,4.56,0,0,302,1138,1992
1844505072,2016-04-29,4920,3.25,0.0,0.0,3.25,0,0,247,1082,1856
1844505072,2016-04-30,4014,2.67,0.0,0.0,2.65,0,0,184,218,1763
1844505072,2016-05-01,2573,1.7,0.0,0.26,1.45,0,7,75,585,1541
1844505072,2016-05-02,0,0.0,0.0,0.0,0.0,0,0,0,1440,1348
1844505072,2016-05-03,4059,2.68,0.0,0.0,2.68,0,0,184,1256,1742
1844505072,2016-05-04,2080,1.37,0.0,0.0,1.37,0,0,87,1353,1549
1844505072,2016-05-05,2237,1.48,0.0,0.0,1.48,0,0,120,1320,1589
1844505072,2016-05-06,44,0.03,0.0,0.0,0.03,0,0,2,1438,1351
1844505072,2016-05-07,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-05-08,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-05-09,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-05-10,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-05-11,0,0.0,0.0,0.0,0.0,0,0,0,1440,1347
1844505072,2016-05-12,0,0.0,0.0,0.0,0.0,0,0,0,711,665
1927972279,2016-04-12,678,0.47,0.0,0.0,0.47,0,0,55,734,2220
1927972279,2016-04-13,356,0.25,0.0,0.0,0.25,0,0,32,986,2151
1927972279,2016-04-14,2163,1.5,0.0,0.4,1.1,0,9,88,1292,2383
1927972279,2016-04-15,980,0.68,0.0,0.0,0.68,0,0,51,941,2221
1927972279,2016-04-16,0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,2016-04-17,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-04-18,244,0.17,0.0,0.0,0.17,0,0,17,1423,2111
1927972279,2016-04-19,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-04-20,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-04-21,0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,2016-04-22,149,0.1,0.0,0.0,0.1,0,0,10,1430,2093
1927972279,2016-04-23,2945,2.04,0.0,0.0,2.04,0,0,145,1295,2499
1927972279,2016-04-24,2090,1.45,0.07,0.24,1.14,1,6,75,1358,2324
1927972279,2016-04-25,152,0.11,0.0,0.0,0.11,0,0,12,1303,2100
1927972279,2016-04-26,3761,2.6,0.0,0.0,2.6,0,0,192,1058,2638
1927972279,2016-04-27,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-04-28,1675,1.16,0.0,0.0,1.16,0,0,95,1167,2351
1927972279,2016-04-29,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-04-30,0,0.0,0.0,0.0,0.0,0,0,0,1440,2064
1927972279,2016-05-01,2704,1.87,1.01,0.03,0.83,14,1,70,1355,2411
1927972279,2016-05-02,3790,2.62,1.16,0.3,1.16,16,8,94,1322,2505
1927972279,2016-05-03,1326,0.92,0.73,0.0,0.18,10,0,17,1413,2195
1927972279,2016-05-04,1786,1.24,0.0,0.0,1.24,0,0,87,1353,2338
1927972279,2016-05-05,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-05-06,2091,1.45,0.0,0.0,1.45,0,0,108,1332,2383
1927972279,2016-05-07,1510,1.04,0.0,0.0,1.04,0,0,48,1392,2229
1927972279,2016-05-08,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-05-09,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-05-10,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-05-11,0,0.0,0.0,0.0,0.0,0,0,0,1440,2063
1927972279,2016-05-12,0,0.0,0.0,0.0,0.0,0,0,0,966,1383
2022484408,2016-04-12,11875,8.34,3.31,0.77,4.26,42,14,227,1157,2390
2022484408,2016-04-13,12024,8.5,2.99,0.1,5.41,43,5,292,1100,2601
2022484408,2016-04-14,10690,7.5,2.48,0.21,4.82,32,3,257,1148,2312
2022484408,2016-04-15,11034,8.03,1.94,0.31,5.78,27,9,282,1122,2525
2022484408,2016-04-16,10100,7.09,3.15,0.55,3.39,41,11,151,1237,2177
2022484408,2016-04-17,15112,11.4,3.87,0.66,6.88,28,29,331,1052,2782
2022484408,2016-04-18,14131,10.07,3.64,0.12,6.3,48,3,311,1078,2770
2022484408,2016-04-19,11548,8.53,3.29,0.24,5.0,31,7,250,1152,2489
2022484408,2016-04-20,15112,10.67,3.34,1.93,5.4,48,63,276,1053,2897
2022484408,2016-04-21,12453,8.74,3.33,1.11,4.31,104,53,255,1028,3158
2022484408,2016-04-22,12954,9.33,4.43,0.42,4.47,52,10,273,1105,2638
2022484408,2016-04-23,6001,4.21,0.0,0.0,4.21,0,0,249,1191,2069
2022484408,2016-04-24,13481,10.28,4.55,1.15,4.58,37,26,216,1161,2529
2022484408,2016-04-25,11369,8.01,3.33,0.22,4.46,44,8,217,1171,2470
2022484408,2016-04-26,10119,7.19,1.43,0.66,5.11,55,24,275,1086,2793
2022484408,2016-04-27,10159,7.13,1.04,0.97,5.12,19,20,282,1119,2463
2022484408,2016-04-28,10140,7.12,0.41,1.33,5.39,6,20,291,1123,2296
2022484408,2016-04-29,10245,7.19,0.48,1.21,5.5,21,40,281,1098,2611
2022484408,2016-04-30,18387,12.91,0.94,1.4,10.57,13,23,361,1043,2732
2022484408,2016-05-01,10538,7.4,1.94,0.96,4.5,25,28,245,1142,2380
2022484408,2016-05-02,10379,7.29,2.61,0.34,4.33,36,8,277,1119,2473
2022484408,2016-05-03,12183,8.74,3.99,0.46,4.28,72,14,250,1104,2752
2022484408,2016-05-04,11768,8.29,2.51,0.93,4.85,36,27,272,1105,2649
2022484408,2016-05-05,11895,8.35,2.79,0.86,4.7,55,20,253,1112,2609
2022484408,2016-05-06,10227,7.18,1.87,0.67,4.64,24,17,295,1104,2498
2022484408,2016-05-07,6708,4.71,1.61,0.08,3.02,20,2,149,1269,1995
2022484408,2016-05-08,3292,2.31,0.0,0.0,2.31,0,0,135,1305,1848
2022484408,2016-05-09,13379,9.39,2.12,1.63,5.64,35,47,297,1061,2709
2022484408,2016-05-10,12798,8.98,2.22,1.21,5.56,57,28,271,1084,2797
2022484408,2016-05-11,13272,9.32,4.18,1.15,3.99,58,25,224,1133,2544
2022484408,2016-05-12,9117,6.41,1.28,0.67,4.44,16,16,236,728,1853
2026352035,2016-04-12,4414,2.74,0.19,0.35,2.2,3,8,181,706,1459
2026352035,2016-04-13,4993,3.1,0.0,0.0,3.1,0,0,238,663,1521
2026352035,2016-04-14,3335,2.07,0.0,0.0,2.05,0,0,197,653,1431
2026352035,2016-04-15,3821,2.37,0.0,0.0,2.37,0,0,188,687,1444
2026352035,2016-04-16,2547,1.58,0.0,0.0,1.58,0,0,150,728,1373
2026352035,2016-04-17,838,0.52,0.0,0.0,0.52,0,0,60,1053,1214
2026352035,2016-04-18,3325,2.06,0.0,0.0,2.06,0,0,182,1062,1419
2026352035,2016-04-19,2424,1.5,0.0,0.0,1.5,0,0,141,785,1356
2026352035,2016-04-20,7222,4.48,0.0,0.0,4.48,0,0,327,623,1667
2026352035,2016-04-21,2467,1.53,0.0,0.0,1.53,0,0,153,749,1370
2026352035,2016-04-22,2915,1.81,0.0,0.0,1.81,0,0,162,712,1399
